fighter_1,fighter_2,knockdowns_1,knockdowns_2,total_strikes_1,total_strikes_2,significant_strikes_1,significant_strikes_2,head_strikes_1,head_strikes_2,body_strikes_1,body_strikes_2,leg_strikes_1,leg_strikes_2,distance_strikes_1,distance_strikes_2,clinch_strikes_1,clinch_strikes_2,ground_strikes_1,ground_strikes_2,takedowns_1,takedowns_2,submission_attempts_1,submission_attempts_2,reversals_1,reversals_2,control_time_1,control_time_2,result,method,round,time,referee,ufc_stats_com_url
Jairzinho Rozenstruik,Shamil Gaziev,0,0,140 of 230,27 of 75,127 of 215,22 of 68,78 of 158,16 of 59,30 of 37,5 of 8,19 of 20,1 of 1,123 of 209,17 of 60,4 of 6,4 of 6,0 of 0,1 of 2,0 of 1,1 of 7,0,0,0,0,0:01,4:32,W,KO/TKO,4,5:00,Marc Goddard,http://ufcstats.com/fight-details/838fd9d2b14e0790
Vitor Petrino,Tyson Pedro,0,0,33 of 82,33 of 64,27 of 75,30 of 60,16 of 59,3 of 29,4 of 8,11 of 15,7 of 8,16 of 16,25 of 72,29 of 59,0 of 0,1 of 1,2 of 3,0 of 0,3 of 5,0 of 2,0,0,0,0,5:24,0:10,W,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/df3cc5ec78d05a71
Alex Perez,Muhammad Mokaev,0,0,47 of 114,56 of 119,30 of 87,47 of 104,22 of 73,34 of 85,3 of 5,9 of 12,5 of 9,4 of 7,19 of 74,31 of 81,2 of 3,3 of 3,9 of 10,13 of 20,0 of 0,3 of 20,0,0,0,0,3:44,4:29,L,Decision - Unanimous,3,5:00,Keith Peterson,http://ufcstats.com/fight-details/5a82757b553c40fc
Umar Nurmagomedov,Bekzat Almakhan,0,1,145 of 197,5 of 25,68 of 98,3 of 16,64 of 94,1 of 13,0 of 0,2 of 3,4 of 4,0 of 0,7 of 13,3 of 16,0 of 0,0 of 0,61 of 85,0 of 0,5 of 5,0 of 0,0,0,0,0,11:26,0:34,W,Decision - Unanimous,3,5:00,Marc Goddard,http://ufcstats.com/fight-details/dcf5014e56649c2f
Matt Schnell,Steve Erceg,0,1,25 of 84,34 of 72,22 of 78,34 of 72,18 of 70,24 of 60,1 of 5,9 of 11,3 of 3,1 of 1,21 of 74,30 of 67,1 of 4,4 of 5,0 of 0,0 of 0,0 of 0,0 of 1,0,0,0,0,0:00,0:05,L,KO/TKO,2,0:26,Chris Tognoni,http://ufcstats.com/fight-details/024beecfd3f0ed7a
Eryk Anders,Jamie Pickett,0,1,83 of 147,26 of 64,23 of 59,20 of 55,14 of 48,11 of 45,7 of 9,8 of 9,2 of 2,1 of 1,12 of 38,12 of 46,7 of 9,8 of 8,4 of 12,0 of 1,5 of 13,0 of 0,0,0,0,0,10:08,0:16,W,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/32bd7ed48f5aea7e
Vinicius Oliveira,Benardo Sopaj,1,0,88 of 170,92 of 146,67 of 144,45 of 86,39 of 91,42 of 81,11 of 20,1 of 3,17 of 33,2 of 2,49 of 112,21 of 55,3 of 13,0 of 2,15 of 19,24 of 29,2 of 4,3 of 4,0,0,0,0,1:36,4:28,W,KO/TKO,3,4:41,Keith Peterson,http://ufcstats.com/fight-details/cde2f88251b73305
Aiemann Zahabi,Javid Basharat,0,0,77 of 176,67 of 205,75 of 174,67 of 205,51 of 130,33 of 147,16 of 26,27 of 44,8 of 18,7 of 14,74 of 172,67 of 203,1 of 2,0 of 2,0 of 0,0 of 0,0 of 0,0 of 4,0,0,0,0,0:13,0:00,W,Decision - Unanimous,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/a7d397cd0f2ac93a
Christian Leroy Duncan,Claudio Ribeiro,0,0,75 of 105,13 of 39,65 of 92,4 of 26,39 of 62,1 of 19,8 of 10,1 of 3,18 of 20,2 of 4,31 of 50,4 of 24,12 of 15,0 of 2,22 of 27,0 of 0,1 of 2,0 of 0,0,0,0,0,2:15,1:03,W,KO/TKO,2,1:57,Mark Smith,http://ufcstats.com/fight-details/3ea7d69a1238f26a
Ludovit Klein,AJ Cunningham,1,0,63 of 95,36 of 77,60 of 91,36 of 75,38 of 66,15 of 49,21 of 23,10 of 14,1 of 2,11 of 12,54 of 84,34 of 72,2 of 2,2 of 3,4 of 5,0 of 0,2 of 3,0 of 0,0,0,0,0,0:27,0:26,W,KO/TKO,1,4:36,Keith Peterson,http://ufcstats.com/fight-details/4e566db7d26df001
Abdul-Kareem Al-Selwady,Loik Radzhabov,0,1,50 of 84,57 of 115,38 of 68,39 of 90,15 of 34,33 of 72,8 of 11,6 of 15,15 of 23,0 of 3,34 of 61,18 of 63,4 of 7,2 of 2,0 of 0,19 of 25,3 of 7,4 of 5,0,0,0,0,2:44,1:27,L,KO/TKO,3,0:49,Chris Tognoni,http://ufcstats.com/fight-details/ba8f219260e212f8
Brandon Moreno,Brandon Royval,0,0,119 of 219,177 of 556,112 of 211,145 of 510,48 of 127,97 of 437,37 of 51,38 of 54,27 of 33,10 of 19,103 of 191,142 of 504,7 of 17,3 of 6,2 of 3,0 of 0,3 of 5,1 of 2,0,0,0,0,2:54,0:35,L,Decision - Split,5,5:00,Herb Dean,http://ufcstats.com/fight-details/74f5cbecac011abb
Yair Rodriguez,Brian Ortega,1,0,64 of 135,47 of 104,55 of 115,28 of 73,36 of 91,26 of 69,11 of 15,2 of 4,8 of 9,0 of 0,34 of 86,13 of 50,9 of 12,2 of 3,12 of 17,13 of 20,0 of 1,3 of 6,0,1,0,0,1:32,5:21,L,Submission,3,0:58,Marc Goddard,http://ufcstats.com/fight-details/3b05a4ced6dd74f5
Daniel Zellhuber,Francisco Prado,0,0,120 of 272,91 of 249,120 of 272,90 of 246,87 of 228,30 of 155,25 of 36,26 of 47,8 of 8,34 of 44,117 of 268,88 of 244,3 of 4,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:05,0:25,W,Decision - Unanimous,3,5:00,Mike Beltran,http://ufcstats.com/fight-details/ecbece0cbd60029e
Yazmin Jauregui,Sam Hughes,0,0,97 of 272,88 of 206,94 of 269,83 of 197,52 of 197,40 of 143,24 of 42,17 of 24,18 of 30,26 of 30,84 of 253,80 of 190,10 of 16,3 of 7,0 of 0,0 of 0,0 of 0,0 of 6,0,0,0,0,0:00,0:17,W,Decision - Unanimous,3,5:00,Herb Dean,http://ufcstats.com/fight-details/6e4acb2aaa2cee56
Manuel Torres,Chris Duncan,0,0,5 of 7,1 of 2,3 of 5,1 of 2,2 of 4,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,0 of 2,1 of 2,2 of 2,0 of 0,1 of 1,0 of 0,2 of 2,1 of 3,1,0,0,0,0:42,0:40,W,Submission,1,1:46,Mike Beltran,http://ufcstats.com/fight-details/673a156925dfb31d
Cristian Quinonez,Raoni Barcelos,0,0,43 of 99,48 of 81,29 of 82,43 of 74,17 of 67,26 of 54,3 of 6,5 of 7,9 of 9,12 of 13,26 of 75,38 of 68,3 of 7,4 of 5,0 of 0,1 of 1,2 of 7,2 of 12,0,2,0,0,3:13,1:02,L,Submission,3,2:04,Bladimir Puga,http://ufcstats.com/fight-details/063e7ce759c52f81
Jesus Aguilar,Mateus Mendonca,0,0,38 of 62,43 of 90,19 of 36,18 of 40,10 of 24,15 of 35,4 of 4,3 of 4,5 of 8,0 of 1,11 of 21,7 of 21,4 of 5,2 of 2,4 of 10,9 of 17,1 of 4,4 of 8,1,1,1,0,4:51,8:44,W,Decision - Split,3,5:00,Fernando Salas Navarro,http://ufcstats.com/fight-details/d1d3b6ab8a56e973
Edgar Chairez,Daniel Lacerda,0,0,9 of 15,7 of 22,9 of 15,4 of 17,3 of 7,2 of 9,2 of 4,2 of 7,4 of 4,0 of 1,8 of 14,2 of 12,0 of 0,0 of 0,1 of 1,2 of 5,0 of 0,1 of 1,1,0,0,0,0:00,0:41,W,Submission,1,2:17,Marc Goddard,http://ufcstats.com/fight-details/1c03c1bb62f3aed6
Claudio Puelles,Fares Ziam,0,0,17 of 27,58 of 82,4 of 9,31 of 48,1 of 5,23 of 38,3 of 4,6 of 7,0 of 0,2 of 3,3 of 8,5 of 15,1 of 1,2 of 3,0 of 0,24 of 30,7 of 13,0 of 0,0,1,0,2,7:14,4:30,L,Decision - Split,3,5:00,Herb Dean,http://ufcstats.com/fight-details/a376f6d5806d0c90
Ronaldo Rodriguez,Denys Bondar,0,0,50 of 93,46 of 77,31 of 69,41 of 63,19 of 55,22 of 39,7 of 9,8 of 13,5 of 5,11 of 11,13 of 43,32 of 51,5 of 7,3 of 4,13 of 19,6 of 8,0 of 0,4 of 6,1,0,3,1,2:56,2:52,W,Submission,2,4:59,Mike Beltran,http://ufcstats.com/fight-details/5e8c710f9f27aff8
Victor Altamirano,Felipe dos Santos,0,0,52 of 97,62 of 120,40 of 74,37 of 87,7 of 33,24 of 66,23 of 31,8 of 16,10 of 10,5 of 5,29 of 62,31 of 73,10 of 10,5 of 11,1 of 2,1 of 3,9 of 11,0 of 0,0,1,0,0,5:02,0:51,L,Decision - Split,3,5:00,Bladimir Puga,http://ufcstats.com/fight-details/93ddc6b233d1956a
Erik Silva,Muhammad Naimov,0,0,0 of 1,3 of 4,0 of 1,1 of 2,0 of 0,1 of 2,0 of 0,0 of 0,0 of 1,0 of 0,0 of 1,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0,0,0,0,0:13,0:11,L,KO/TKO,1,0:44,Fernando Salas Navarro,http://ufcstats.com/fight-details/50dae6b76c9c6490
Alexander Volkanovski,Ilia Topuria,0,1,47 of 107,36 of 78,47 of 107,35 of 77,21 of 68,17 of 53,11 of 22,12 of 16,15 of 17,6 of 8,44 of 102,28 of 70,3 of 5,4 of 4,0 of 0,3 of 3,0 of 0,0 of 0,0,0,0,0,0:00,0:03,L,KO/TKO,2,3:32,Jason Herzog,http://ufcstats.com/fight-details/bec3154a11df3299
Robert Whittaker,Paulo Costa,0,0,95 of 175,67 of 151,95 of 175,67 of 151,63 of 143,39 of 117,4 of 4,8 of 12,28 of 28,20 of 22,95 of 172,67 of 151,0 of 3,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0,0,0,0,0:00,0:00,W,Decision - Unanimous,3,5:00,Mike Beltran,http://ufcstats.com/fight-details/01432891260084a4
Geoff Neal,Ian Machado Garry,0,0,57 of 102,80 of 148,46 of 89,67 of 135,25 of 64,39 of 96,10 of 13,18 of 27,11 of 12,10 of 12,38 of 79,65 of 133,8 of 10,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,3:45,0:12,L,Decision - Split,3,5:00,Frank Trigg,http://ufcstats.com/fight-details/8fb0092430448368
Merab Dvalishvili,Henry Cejudo,0,0,167 of 273,54 of 106,74 of 172,29 of 78,44 of 128,13 of 54,20 of 34,5 of 11,10 of 10,11 of 13,51 of 134,24 of 68,13 of 24,5 of 10,10 of 14,0 of 0,5 of 11,1 of 7,1,0,0,0,4:23,2:05,W,Decision - Unanimous,3,5:00,Jonathan Romero,http://ufcstats.com/fight-details/9785420602b452f7
Anthony Hernandez,Roman Kopylov,0,0,39 of 82,41 of 63,34 of 77,35 of 57,28 of 68,21 of 43,4 of 6,8 of 8,2 of 3,6 of 6,24 of 65,34 of 56,8 of 10,1 of 1,2 of 2,0 of 0,3 of 14,0 of 0,2,0,0,0,4:05,0:00,W,Submission,2,3:23,Jason Herzog,http://ufcstats.com/fight-details/f87a3fa07f0009c9
Amanda Lemos,Mackenzie Dern,1,0,47 of 86,50 of 85,41 of 80,21 of 54,26 of 62,21 of 51,8 of 10,0 of 2,7 of 8,0 of 1,24 of 56,13 of 42,1 of 2,0 of 1,16 of 22,8 of 11,2 of 2,1 of 3,0,0,0,2,4:02,6:00,W,Decision - Unanimous,3,5:00,Mike Beltran,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8
Marcos Rogerio de Lima,Junior Tafa,1,0,63 of 78,17 of 33,33 of 46,11 of 27,19 of 31,9 of 24,2 of 2,1 of 2,12 of 13,1 of 1,22 of 32,10 of 26,1 of 1,0 of 0,10 of 13,1 of 1,1 of 3,0 of 0,0,0,0,0,3:26,0:00,W,KO/TKO,2,1:14,Frank Trigg,http://ufcstats.com/fight-details/1456a3f96ac7e35b
Rinya Nakamura,Carlos Vera,0,0,73 of 114,55 of 79,38 of 70,12 of 25,30 of 61,7 of 19,6 of 7,1 of 2,2 of 2,4 of 4,7 of 9,6 of 15,1 of 1,1 of 2,30 of 60,5 of 8,3 of 3,0 of 0,0,0,0,0,13:03,0:00,W,Decision - Unanimous,3,5:00,Jonathan Romero,http://ufcstats.com/fight-details/e92fb5c609e20b49
Zhang Mingyang,Brendson Ribeiro,1,0,17 of 28,14 of 31,17 of 28,14 of 31,13 of 19,14 of 31,2 of 5,0 of 0,2 of 4,0 of 0,14 of 25,14 of 31,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0,0 of 0,0,0,0,0,0:02,0:00,W,KO/TKO,1,1:41,Mike Beltran,http://ufcstats.com/fight-details/aeb3e4d9710207a4
Josh Quinlan,Danny Barlow,0,1,39 of 90,96 of 186,39 of 90,95 of 185,22 of 68,77 of 161,14 of 18,13 of 18,3 of 4,5 of 6,39 of 90,88 of 175,0 of 0,1 of 2,0 of 0,6 of 8,0 of 1,0 of 0,0,0,0,0,0:00,0:13,L,KO/TKO,3,1:18,Jason Herzog,http://ufcstats.com/fight-details/ef13ed466e0b42d8
Oban Elliott,Val Woodburn,0,1,136 of 188,30 of 70,70 of 111,23 of 61,60 of 96,19 of 55,7 of 11,2 of 4,3 of 4,2 of 2,33 of 65,15 of 46,3 of 3,5 of 10,34 of 43,3 of 5,3 of 5,2 of 2,0,0,0,1,8:58,1:56,W,Decision - Unanimous,3,5:00,Jonathan Romero,http://ufcstats.com/fight-details/9ddaa62cc806958d
Andrea Lee,Miranda Maverick,0,0,59 of 126,106 of 180,36 of 102,66 of 136,14 of 72,28 of 89,13 of 19,16 of 25,9 of 11,22 of 22,32 of 96,60 of 128,3 of 3,6 of 8,1 of 3,0 of 0,2 of 3,3 of 8,1,0,0,0,0:42,3:05,L,Decision - Unanimous,3,5:00,Frank Trigg,http://ufcstats.com/fight-details/b7d238437d6644ce
Jack Hermansson,Joe Pyfer,0,0,188 of 327,95 of 254,121 of 235,92 of 250,74 of 174,56 of 196,15 of 23,25 of 34,32 of 38,11 of 20,111 of 219,92 of 250,5 of 6,0 of 0,5 of 10,0 of 0,1 of 2,0 of 6,0,0,0,0,3:08,0:50,W,Decision - Unanimous,5,5:00,Mark Smith,http://ufcstats.com/fight-details/406f2aacd1d1faf9
Dan Ige,Andre Fili,1,0,11 of 19,8 of 33,11 of 19,8 of 33,4 of 11,7 of 28,2 of 3,1 of 5,5 of 5,0 of 0,10 of 18,8 of 33,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0,0,0,0,0:01,0:00,W,KO/TKO,1,2:43,Jason Herzog,http://ufcstats.com/fight-details/25259e230be9cdc9
Robert Bryczek,Ihor Potieria,0,1,41 of 143,77 of 181,32 of 133,67 of 168,19 of 103,47 of 139,10 of 24,5 of 12,3 of 6,15 of 17,30 of 127,61 of 156,2 of 6,6 of 12,0 of 0,0 of 0,0 of 0,0 of 4,0,0,0,0,0:30,2:37,L,Decision - Unanimous,3,5:00,Mike Beltran,http://ufcstats.com/fight-details/17050a7b673dc49d
Brad Tavares,Gregory Rodrigues,0,0,42 of 90,79 of 135,37 of 84,71 of 123,28 of 70,53 of 102,4 of 9,8 of 9,5 of 5,10 of 12,36 of 83,64 of 114,1 of 1,7 of 9,0 of 0,0 of 0,0 of 0,2 of 6,0,0,0,0,0:00,3:18,L,KO/TKO,3,0:55,Jason Herzog,http://ufcstats.com/fight-details/e7938bac3ec8b442
Michael Johnson,Darrius Flowers,0,0,80 of 138,52 of 86,61 of 112,33 of 64,16 of 47,10 of 31,36 of 52,9 of 12,9 of 13,14 of 21,58 of 109,29 of 60,0 of 0,1 of 1,3 of 3,3 of 3,4 of 8,0 of 2,0,0,0,0,6:02,0:43,W,Decision - Unanimous,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/5304956aada097e8
Rodolfo Vieira,Armen Petrosyan,0,0,14 of 21,14 of 25,6 of 11,9 of 20,4 of 6,1 of 10,0 of 2,1 of 3,2 of 3,7 of 7,6 of 11,9 of 20,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3,0 of 0,1,0,0,0,2:46,0:00,W,Submission,1,4:48,Mark Smith,http://ufcstats.com/fight-details/9d8473ae274ed625
Trevin Giles,Carlos Prates,0,1,70 of 105,38 of 73,68 of 102,37 of 72,25 of 51,3 of 24,2 of 2,18 of 26,41 of 49,16 of 22,67 of 100,37 of 72,1 of 2,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0,0,0,0,1:28,0:00,L,KO/TKO,2,4:03,Mike Beltran,http://ufcstats.com/fight-details/246fef4b19c3a7ed
Bolaji Oki,Timmy Cuamba,0,0,61 of 157,35 of 96,60 of 152,33 of 94,51 of 139,20 of 67,5 of 8,8 of 14,4 of 5,5 of 13,58 of 145,26 of 86,1 of 4,5 of 6,1 of 3,2 of 2,1 of 1,1 of 6,0,0,0,0,1:49,1:55,W,Decision - Split,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/edf46d6962be7e8d
Loma Lookboonmee,Bruna Brasil,0,0,73 of 131,52 of 99,58 of 112,28 of 63,15 of 52,9 of 39,29 of 38,12 of 16,14 of 22,7 of 8,47 of 98,22 of 55,11 of 14,6 of 8,0 of 0,0 of 0,1 of 2,1 of 2,0,0,0,0,0:55,2:29,W,Decision - Unanimous,3,5:00,Jason Herzog,http://ufcstats.com/fight-details/c3986c1a56a6e94d
Devin Clark,Marcin Prachnio,0,0,53 of 127,112 of 204,53 of 127,101 of 189,36 of 106,42 of 113,13 of 16,37 of 51,4 of 5,22 of 25,49 of 120,78 of 156,4 of 7,23 of 33,0 of 0,0 of 0,0 of 2,1 of 1,0,0,0,0,0:14,0:44,L,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/dbfd7616dec2b6d5
Max Griffin,Jeremiah Wells,0,0,36 of 65,43 of 97,26 of 53,32 of 86,21 of 48,27 of 76,4 of 4,5 of 7,1 of 1,0 of 3,24 of 51,32 of 85,2 of 2,0 of 1,0 of 0,0 of 0,1 of 2,1 of 2,0,0,0,0,1:40,1:40,W,Decision - Split,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/08f7a60bd84a6b3c
Zac Pauga,Bogdan Guskov,0,1,19 of 28,25 of 44,17 of 26,10 of 29,7 of 13,10 of 29,2 of 5,0 of 0,8 of 8,0 of 0,14 of 22,10 of 29,3 of 4,0 of 0,0 of 0,0 of 0,0 of 2,0 of 0,0,0,0,0,1:04,0:04,L,KO/TKO,1,3:38,Mike Beltran,http://ufcstats.com/fight-details/ad26bf55ff201f4f
Fernie Garcia,Hyder Amil,0,1,31 of 87,109 of 194,26 of 79,79 of 144,22 of 75,60 of 121,3 of 3,14 of 17,1 of 1,5 of 6,25 of 78,58 of 109,1 of 1,3 of 9,0 of 0,18 of 26,0 of 0,1 of 3,0,2,1,1,0:56,2:20,L,KO/TKO,2,2:12,Mark Smith,http://ufcstats.com/fight-details/478a637045ad49fb
Daniel Marcos,Aoriqileng,0,0,84 of 129,45 of 96,81 of 126,45 of 95,50 of 84,26 of 71,12 of 19,10 of 12,19 of 23,9 of 12,69 of 113,43 of 93,5 of 6,2 of 2,7 of 7,0 of 0,0 of 0,0 of 0,0,0,0,0,0:28,0:38,NC,Could Not Continue,2,3:28,Jason Herzog,http://ufcstats.com/fight-details/6cd542650d886c22
Roman Dolidze,Nassourdine Imavov,0,1,59 of 190,154 of 248,34 of 152,112 of 189,14 of 113,71 of 132,8 of 13,24 of 38,12 of 26,17 of 19,32 of 145,67 of 129,2 of 7,13 of 16,0 of 0,32 of 44,0 of 4,0 of 0,0,1,1,0,10:11,3:52,L,Decision - Majority,5,5:00,Herb Dean,http://ufcstats.com/fight-details/767ceb4a0cb43ade
Renato Moicano,Drew Dober,0,0,142 of 177,36 of 73,23 of 42,23 of 59,20 of 39,17 of 50,2 of 2,4 of 7,1 of 1,2 of 2,10 of 27,19 of 52,1 of 2,1 of 1,12 of 13,3 of 6,3 of 6,1 of 2,0,0,0,0,10:33,1:02,W,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/733e675fd7c0052a
Randy Brown,Muslim Salikhov,1,0,13 of 46,10 of 22,13 of 46,10 of 22,6 of 33,0 of 9,1 of 5,1 of 2,6 of 8,9 of 11,12 of 45,10 of 22,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0,0,0,0,0:03,0:00,W,KO/TKO,1,3:17,Kerry Hatley,http://ufcstats.com/fight-details/af6d56860ba4d259
Viviane Araujo,Natalia Silva,0,0,63 of 110,65 of 157,26 of 67,38 of 128,20 of 58,24 of 103,1 of 3,8 of 16,5 of 6,6 of 9,25 of 66,38 of 128,1 of 1,0 of 0,0 of 0,0 of 0,1 of 9,0 of 1,0,0,0,0,6:01,0:00,L,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/7b1882dc76786d77
Aliaskhab Khizriev,Makhmud Muradov,0,0,1 of 2,1 of 1,1 of 2,1 of 1,0 of 1,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:00,0:00,NC,Could Not Continue,1,0:11,Herb Dean,http://ufcstats.com/fight-details/415ea2520b7ba720
Gilbert Urbina,Charles Radtke,0,2,16 of 38,33 of 51,16 of 38,30 of 47,4 of 17,23 of 40,6 of 10,0 of 0,6 of 11,7 of 7,16 of 38,27 of 43,0 of 0,0 of 0,0 of 0,3 of 4,0 of 1,0 of 0,0,0,0,0,0:05,0:08,L,KO/TKO,1,4:47,Mark Smith,http://ufcstats.com/fight-details/330d86bfaa4155fe
